keyword,title,price,rating,reviews,platform,delivery,delivery_days,price_missing,rating_missing,reviews_missing,delivery_days_missing
microwave oven convection,Nike microwave oven convection Model 484,35539.0,3.8,461.0,Reliance Digital,Free Delivery,,False,True,False,True
microwave oven convection,Nike microwave oven convection Model 744,14102.0,3.3,355.0,Reliance Digital,Free Delivery,,False,False,False,True
power bank fast charging,HP power bank fast charging Model 251,29650.0,4.0,2211.0,Amazon,5 Days,5.0,False,False,False,False
men running shoes,Nike men running shoes Model 881,22398.0,4.3,3162.0,Amazon,Free Delivery,,True,False,False,True
men running shoes,Philips men running shoes Model 830,37227.0,3.2,2415.0,Flipkart,Free Delivery,,False,False,False,True
men running shoes,Sony men running shoes Model 146,15396.0,4.5,1884.0,Flipkart,5 Days,5.0,False,False,False,False
power bank fast charging,Puma power bank fast charging Model 127,10720.0,4.3,629.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,Samsung men running shoes Model 413,14199.0,3.9,4628.0,Reliance Digital,Free Delivery,,False,False,False,True
air fryer India,Samsung air fryer India Model 611,3868.0,2.7,4042.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,LG power bank fast charging Model 130,49897.0,3.0,2424.0,Reliance Digital,5 Days,5.0,False,False,False,False
office chair ergonomic,Nike office chair ergonomic Model 962,25335.0,4.6,2246.0,Flipkart,5 Days,5.0,True,False,False,False
office chair ergonomic,Boat office chair ergonomic Model 306,33632.0,3.7,803.0,Reliance Digital,2 Days,2.0,False,False,False,False
microwave oven convection,Boat microwave oven convection Model 962,13198.0,4.3,3270.0,Amazon,2 Days,2.0,False,False,False,False
microwave oven convection,Puma microwave oven convection Model 409,19446.0,3.8,2308.0,Croma,2 Days,2.0,False,True,False,False
air fryer India,HP air fryer India Model 794,27642.0,4.9,22.0,Reliance Digital,5 Days,5.0,False,False,False,False
power bank fast charging,Boat power bank fast charging Model 410,7209.0,3.8,4713.0,Flipkart,Free Delivery,,False,False,False,True
microwave oven convection,Boat microwave oven convection Model 217,4482.0,3.2,779.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,LG power bank fast charging Model 610,32170.0,3.4,852.0,Reliance Digital,Free Delivery,,False,False,False,True
power bank fast charging,Samsung power bank fast charging Model 384 !!!,11076.0,4.4,2498.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,Puma air fryer India Model 890,22607.0,3.3,2977.0,Reliance Digital,2 Days,2.0,False,False,False,False
microwave oven convection,HP microwave oven convection Model 255,150250.0,4.8,644.0,Reliance Digital,Free Delivery,,False,False,False,True
microwave oven convection,LG microwave oven convection Model 538,24180.5,4.3,3962.0,Reliance Digital,5 Days,5.0,True,False,False,False
men running shoes,Nike men running shoes Model 445,6514.0,3.1,3970.0,Amazon,Free Delivery,,False,False,False,True
power bank fast charging,Nike power bank fast charging Model 184,27396.0,2.8,1599.0,Croma,2 Days,2.0,True,False,False,False
power bank fast charging,Puma power bank fast charging Model 391 !!!,21690.0,3.2,3331.0,Flipkart,2 Days,2.0,False,False,False,False
office chair ergonomic,LG office chair ergonomic Model 994,13287.0,4.6,414.0,Croma,Free Delivery,,False,False,False,True
microwave oven convection,Sony microwave oven convection Model 718,24180.5,4.0,1163.0,Croma,5 Days,5.0,True,False,False,False
power bank fast charging,Philips power bank fast charging Model 285,27396.0,3.0,2704.0,Amazon,5 Days,5.0,True,False,False,False
men running shoes,HP men running shoes Model 483 !!!,498050.0,3.3,4703.0,Amazon,2 Days,2.0,False,False,False,False
men running shoes,Boat men running shoes Model 963,1439.0,3.7,2268.0,Reliance Digital,Free Delivery,,False,False,False,True
air fryer India,Sony air fryer India Model 556,4039.0,3.1,2150.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,Nike microwave oven convection Model 557,26380.0,4.7,3235.0,Flipkart,Free Delivery,,False,False,False,True
microwave oven convection,HP microwave oven convection Model 907,38823.0,3.2,214.0,Croma,2 Days,2.0,False,False,False,False
air fryer India,Nike air fryer India Model 938,6967.0,2.7,2732.0,Reliance Digital,5 Days,5.0,False,False,False,False
microwave oven convection,Philips microwave oven convection Model 214,24180.5,2.5,343.0,Reliance Digital,Free Delivery,,True,False,False,True
office chair ergonomic,LG office chair ergonomic Model 506,41093.0,3.2,3648.0,Flipkart,5 Days,5.0,False,False,False,False
men running shoes,Nike men running shoes Model 469 !!!,8496.0,4.5,969.0,Croma,2 Days,2.0,False,False,False,False
air fryer India,HP air fryer India Model 735,6304.0,3.9,3336.0,Amazon,5 Days,5.0,False,False,False,False
men running shoes,Samsung men running shoes Model 267,27684.0,4.4,2165.0,Flipkart,5 Days,5.0,False,False,False,False
men running shoes,LG men running shoes Model 927,10893.0,3.7,3220.0,Flipkart,Free Delivery,,False,True,False,True
air fryer India,Boat air fryer India Model 822,317150.0,3.8,912.0,Reliance Digital,2 Days,2.0,False,True,False,False
power bank fast charging,Boat power bank fast charging Model 237 !!!,40605.0,4.1,4794.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,Samsung men running shoes Model 400,49074.0,3.4,3514.0,Reliance Digital,2 Days,2.0,False,False,False,False
air fryer India,Sony air fryer India Model 728,40235.0,4.9,1832.0,Croma,Free Delivery,,False,False,False,True
office chair ergonomic,Boat office chair ergonomic Model 324,455330.0,4.1,3258.0,Amazon,Free Delivery,,False,False,False,True
microwave oven convection,Puma microwave oven convection Model 672,32574.0,3.8,4159.0,Reliance Digital,2 Days,2.0,False,True,False,False
office chair ergonomic,LG office chair ergonomic Model 906,47981.0,3.7,4032.0,Flipkart,5 Days,5.0,False,True,False,False
air fryer India,Nike air fryer India Model 478 !!!,18795.0,4.7,4940.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,Puma office chair ergonomic Model 268,19653.0,3.7,2571.0,Amazon,5 Days,5.0,False,True,False,False
microwave oven convection,Philips microwave oven convection Model 749,12002.0,4.2,1195.0,Flipkart,2 Days,2.0,False,False,False,False
microwave oven convection,Puma microwave oven convection Model 481,35873.0,3.1,4742.0,Amazon,5 Days,5.0,False,False,False,False
power bank fast charging,LG power bank fast charging Model 622,13442.0,4.9,2243.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,LG microwave oven convection Model 140,48117.0,2.7,1141.0,Flipkart,5 Days,5.0,False,False,False,False
air fryer India,Philips air fryer India Model 646,11773.0,4.6,2746.0,Croma,Free Delivery,,False,False,False,True
office chair ergonomic,Puma office chair ergonomic Model 799,7517.0,3.7,2856.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Sony power bank fast charging Model 905,21605.0,3.2,4282.0,Flipkart,5 Days,5.0,False,False,False,False
men running shoes,LG men running shoes Model 336,10645.0,2.6,1588.0,Amazon,2 Days,2.0,False,False,False,False
microwave oven convection,HP microwave oven convection Model 797 !!!,24180.5,4.1,3378.0,Amazon,Free Delivery,,True,False,False,True
office chair ergonomic,Sony office chair ergonomic Model 805,33876.0,4.2,4729.0,Flipkart,2 Days,2.0,False,False,False,False
air fryer India,Sony air fryer India Model 387,24365.0,3.4,3668.0,Flipkart,2 Days,2.0,True,False,False,False
microwave oven convection,LG microwave oven convection Model 265,36060.0,2.7,1104.0,Amazon,Free Delivery,,False,False,False,True
men running shoes,Boat men running shoes Model 103,11594.0,3.9,3659.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,LG microwave oven convection Model 421,1377.0,5.0,1203.0,Reliance Digital,Free Delivery,,False,False,False,True
power bank fast charging,Sony power bank fast charging Model 720,8143.0,5.0,1895.0,Amazon,2 Days,2.0,False,False,False,False
power bank fast charging,HP power bank fast charging Model 730,8200.0,2.7,633.0,Flipkart,5 Days,5.0,False,False,False,False
microwave oven convection,Boat microwave oven convection Model 912 !!!,14301.0,3.4,3397.0,Croma,5 Days,5.0,False,False,False,False
air fryer India,Philips air fryer India Model 480,48641.0,3.4,436.0,Flipkart,Free Delivery,,False,False,False,True
office chair ergonomic,Samsung office chair ergonomic Model 401,17691.0,4.1,4739.0,Flipkart,2 Days,2.0,False,False,False,False
air fryer India,HP air fryer India Model 467 !!!,24241.0,3.6,2577.0,Croma,5 Days,5.0,False,False,False,False
microwave oven convection,Philips microwave oven convection Model 811,40899.0,3.1,4061.0,Croma,5 Days,5.0,False,False,False,False
office chair ergonomic,HP office chair ergonomic Model 686,40569.0,4.9,2457.0,Amazon,2 Days,2.0,False,False,False,False
men running shoes,Samsung men running shoes Model 708,44224.0,3.7,4643.0,Reliance Digital,Free Delivery,,False,True,False,True
air fryer India,Sony air fryer India Model 785,24365.0,2.8,460.0,Amazon,Free Delivery,,True,False,False,True
microwave oven convection,Dell microwave oven convection Model 732,22414.0,4.5,4065.0,Flipkart,2 Days,2.0,False,False,False,False
air fryer India,Philips air fryer India Model 717,21851.0,4.4,1283.0,Reliance Digital,2 Days,2.0,False,False,False,False
air fryer India,Philips air fryer India Model 486,32783.0,3.0,3444.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,Samsung men running shoes Model 420,25585.0,4.4,382.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,HP men running shoes Model 244,27366.0,4.7,171.0,Amazon,5 Days,5.0,False,False,False,False
office chair ergonomic,Samsung office chair ergonomic Model 268,25335.0,3.8,1147.0,Reliance Digital,Free Delivery,,True,False,False,True
men running shoes,Boat men running shoes Model 359 !!!,22398.0,3.6,4967.0,Croma,2 Days,2.0,True,False,False,False
office chair ergonomic,Sony office chair ergonomic Model 515,28389.0,4.6,685.0,Croma,Free Delivery,,False,False,False,True
office chair ergonomic,Philips office chair ergonomic Model 257,17699.0,2.6,1407.0,Flipkart,Free Delivery,,False,False,False,True
microwave oven convection,Dell microwave oven convection Model 900,36248.0,2.9,3267.0,Flipkart,Free Delivery,,False,False,False,True
men running shoes,Dell men running shoes Model 531,7064.0,4.9,2725.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,HP men running shoes Model 526,45586.0,3.7,483.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,Nike men running shoes Model 884,22398.0,4.0,1629.0,Flipkart,2 Days,2.0,True,False,False,False
men running shoes,Sony men running shoes Model 823,22398.0,3.7,3112.0,Flipkart,Free Delivery,,True,True,False,True
men running shoes,Puma men running shoes Model 666,23630.0,3.4,982.0,Flipkart,5 Days,5.0,False,False,False,False
air fryer India,Sony air fryer India Model 991,7436.0,4.9,1081.0,Flipkart,Free Delivery,,False,False,False,True
power bank fast charging,Boat power bank fast charging Model 457,18723.0,3.9,3760.0,Amazon,2 Days,2.0,False,True,False,False
men running shoes,Nike men running shoes Model 985,5261.0,4.0,947.0,Reliance Digital,2 Days,2.0,False,False,False,False
office chair ergonomic,Philips office chair ergonomic Model 290,12568.0,3.3,1037.0,Amazon,Free Delivery,,False,False,False,True
office chair ergonomic,Samsung office chair ergonomic Model 945,25335.0,3.0,3165.0,Amazon,Free Delivery,,True,False,False,True
power bank fast charging,Boat power bank fast charging Model 929,27396.0,2.7,1299.0,Flipkart,2 Days,2.0,True,False,False,False
microwave oven convection,HP microwave oven convection Model 705,21357.0,4.3,1751.0,Amazon,2 Days,2.0,False,False,False,False
microwave oven convection,LG microwave oven convection Model 704,24180.5,2.6,4942.0,Flipkart,Free Delivery,,True,False,False,True
men running shoes,Samsung men running shoes Model 751,49670.0,4.6,900.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,LG men running shoes Model 786,22398.0,3.1,3910.0,Croma,2 Days,2.0,True,False,False,False
office chair ergonomic,Dell office chair ergonomic Model 101,25335.0,3.0,3442.0,Reliance Digital,2 Days,2.0,True,False,False,False
air fryer India,Dell air fryer India Model 609,24365.0,3.8,862.0,Reliance Digital,2 Days,2.0,True,True,False,False
microwave oven convection,LG microwave oven convection Model 443,11089.0,4.4,3882.0,Amazon,2 Days,2.0,False,False,False,False
microwave oven convection,Dell microwave oven convection Model 722,25560.0,4.3,844.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,Philips men running shoes Model 308,42168.0,3.6,667.0,Reliance Digital,5 Days,5.0,False,False,False,False
men running shoes,Philips men running shoes Model 169,45637.0,3.1,3481.0,Amazon,5 Days,5.0,False,False,False,False
office chair ergonomic,HP office chair ergonomic Model 913,15034.0,3.3,3503.0,Reliance Digital,5 Days,5.0,False,False,False,False
office chair ergonomic,Philips office chair ergonomic Model 989,8904.0,3.0,3739.0,Amazon,2 Days,2.0,False,False,False,False
office chair ergonomic,Puma office chair ergonomic Model 321,44831.0,4.3,4897.0,Flipkart,Free Delivery,,False,False,False,True
power bank fast charging,HP power bank fast charging Model 100,9092.0,3.8,811.0,Croma,Free Delivery,,False,False,False,True
power bank fast charging,HP power bank fast charging Model 956,49324.0,4.9,4798.0,Amazon,5 Days,5.0,False,False,False,False
office chair ergonomic,HP office chair ergonomic Model 726,49015.0,2.9,3373.0,Reliance Digital,5 Days,5.0,False,False,False,False
microwave oven convection,Samsung microwave oven convection Model 999,12362.0,3.6,3512.0,Croma,5 Days,5.0,False,False,False,False
men running shoes,Dell men running shoes Model 938,18469.0,3.7,3920.0,Amazon,5 Days,5.0,False,True,False,False
men running shoes,Boat men running shoes Model 821,11806.0,3.7,3346.0,Amazon,2 Days,2.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 983,9278.0,3.2,937.0,Amazon,Free Delivery,,False,False,False,True
power bank fast charging,Samsung power bank fast charging Model 567,2958.0,4.1,4103.0,Croma,2 Days,2.0,False,False,False,False
office chair ergonomic,HP office chair ergonomic Model 586,3054.0,3.7,2790.0,Reliance Digital,2 Days,2.0,False,True,False,False
men running shoes,LG men running shoes Model 131,43158.0,4.2,184.0,Flipkart,2 Days,2.0,False,False,False,False
power bank fast charging,Samsung power bank fast charging Model 205,86400.0,3.9,2729.0,Flipkart,5 Days,5.0,False,True,False,False
microwave oven convection,LG microwave oven convection Model 469,23503.0,3.7,712.0,Reliance Digital,2 Days,2.0,False,False,False,False
power bank fast charging,Puma power bank fast charging Model 586,7191.0,3.9,1373.0,Croma,2 Days,2.0,False,False,False,False
men running shoes,Nike men running shoes Model 359,14330.0,3.9,4643.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,Boat air fryer India Model 311,36987.0,4.2,1543.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,HP air fryer India Model 211,39993.0,3.8,149.0,Amazon,Free Delivery,,False,True,False,True
men running shoes,Puma men running shoes Model 305,49243.0,3.5,515.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,Boat microwave oven convection Model 453,44884.0,4.0,122.0,Flipkart,Free Delivery,,False,False,False,True
microwave oven convection,HP microwave oven convection Model 472,42957.0,3.2,3026.0,Croma,5 Days,5.0,False,False,False,False
microwave oven convection,Dell microwave oven convection Model 838,383970.0,2.8,2066.0,Reliance Digital,5 Days,5.0,False,False,False,False
power bank fast charging,Sony power bank fast charging Model 509,38591.0,2.7,969.0,Reliance Digital,5 Days,5.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 848 !!!,9020.0,3.0,1410.0,Amazon,2 Days,2.0,False,False,False,False
power bank fast charging,Philips power bank fast charging Model 190,38421.0,3.9,234.0,Flipkart,Free Delivery,,False,True,False,True
men running shoes,LG men running shoes Model 449 !!!,15824.0,2.9,2382.0,Reliance Digital,2 Days,2.0,False,False,False,False
office chair ergonomic,Philips office chair ergonomic Model 887,9713.0,3.7,3026.0,Flipkart,2 Days,2.0,False,False,False,False
men running shoes,Nike men running shoes Model 850,38043.0,3.3,2625.0,Flipkart,2 Days,2.0,False,False,False,False
office chair ergonomic,Nike office chair ergonomic Model 830,22701.0,4.6,868.0,Amazon,Free Delivery,,False,False,False,True
men running shoes,Samsung men running shoes Model 677,31281.0,3.2,1859.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,Samsung microwave oven convection Model 830,39906.0,3.7,2247.0,Reliance Digital,Free Delivery,,False,False,False,True
power bank fast charging,Nike power bank fast charging Model 406 !!!,436130.0,3.9,3636.0,Reliance Digital,Free Delivery,,False,True,False,True
air fryer India,Puma air fryer India Model 297,15008.0,4.6,3256.0,Croma,5 Days,5.0,False,False,False,False
microwave oven convection,Philips microwave oven convection Model 423,15450.0,3.5,2281.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Dell power bank fast charging Model 417,27396.0,3.5,1552.0,Flipkart,Free Delivery,,True,False,False,True
office chair ergonomic,Dell office chair ergonomic Model 787,40869.0,3.4,141.0,Reliance Digital,5 Days,5.0,False,False,False,False
power bank fast charging,Philips power bank fast charging Model 149,4795.0,4.1,942.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Philips power bank fast charging Model 528,27396.0,2.6,3719.0,Amazon,5 Days,5.0,True,False,False,False
men running shoes,Nike men running shoes Model 733,71900.0,4.1,4924.0,Flipkart,Free Delivery,,False,False,False,True
power bank fast charging,Sony power bank fast charging Model 747,29596.0,4.3,934.0,Reliance Digital,2 Days,2.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 408,41193.0,3.8,2034.0,Amazon,2 Days,2.0,False,True,False,False
power bank fast charging,Nike power bank fast charging Model 824,27396.0,4.1,3827.0,Croma,Free Delivery,,True,False,False,True
microwave oven convection,Samsung microwave oven convection Model 326,2525.0,3.8,3415.0,Croma,5 Days,5.0,False,True,False,False
men running shoes,Samsung men running shoes Model 836,712.0,4.6,819.0,Flipkart,2 Days,2.0,False,False,False,False
power bank fast charging,HP power bank fast charging Model 709,24141.0,3.2,2688.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,Puma microwave oven convection Model 523,44457.0,4.5,760.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Sony power bank fast charging Model 711 !!!,10504.0,3.5,3408.0,Croma,Free Delivery,,False,False,False,True
microwave oven convection,Sony microwave oven convection Model 360,42530.0,3.4,4316.0,Flipkart,2 Days,2.0,False,False,False,False
men running shoes,Puma men running shoes Model 511,19924.0,4.5,902.0,Flipkart,2 Days,2.0,False,False,False,False
microwave oven convection,Samsung microwave oven convection Model 533,6933.0,3.8,4407.0,Croma,5 Days,5.0,False,False,False,False
office chair ergonomic,Samsung office chair ergonomic Model 192,20680.0,2.8,934.0,Amazon,2 Days,2.0,False,False,False,False
men running shoes,Dell men running shoes Model 277,10071.0,4.9,4560.0,Croma,5 Days,5.0,False,False,False,False
power bank fast charging,Samsung power bank fast charging Model 321,34057.0,4.5,3652.0,Amazon,5 Days,5.0,False,False,False,False
air fryer India,Sony air fryer India Model 833,15593.0,3.1,4956.0,Croma,5 Days,5.0,False,False,False,False
air fryer India,LG air fryer India Model 739,21483.0,4.4,1545.0,Flipkart,Free Delivery,,False,False,False,True
air fryer India,Dell air fryer India Model 150,5659.0,4.2,270.0,Amazon,5 Days,5.0,False,False,False,False
air fryer India,Nike air fryer India Model 258,17028.0,3.0,3583.0,Flipkart,5 Days,5.0,False,False,False,False
office chair ergonomic,Sony office chair ergonomic Model 546,11042.0,3.0,571.0,Flipkart,Free Delivery,,False,False,False,True
microwave oven convection,HP microwave oven convection Model 690,47857.0,3.3,4944.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,Boat air fryer India Model 361,24365.0,3.0,3322.0,Flipkart,5 Days,5.0,True,False,False,False
power bank fast charging,Philips power bank fast charging Model 708 !!!,12594.0,4.1,4687.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,Boat office chair ergonomic Model 303,9335.0,3.7,844.0,Reliance Digital,Free Delivery,,False,True,False,True
air fryer India,HP air fryer India Model 426,24365.0,3.2,1962.0,Amazon,2 Days,2.0,True,False,False,False
office chair ergonomic,Nike office chair ergonomic Model 994,33453.0,4.3,1126.0,Reliance Digital,Free Delivery,,False,False,False,True
air fryer India,Samsung air fryer India Model 440,18612.0,2.6,3055.0,Croma,5 Days,5.0,False,False,False,False
office chair ergonomic,LG office chair ergonomic Model 874,35478.0,4.9,3461.0,Amazon,5 Days,5.0,False,False,False,False
air fryer India,LG air fryer India Model 428,8757.0,4.9,2023.0,Croma,Free Delivery,,False,False,False,True
men running shoes,Boat men running shoes Model 882,29336.0,2.8,199.0,Flipkart,5 Days,5.0,False,False,False,False
office chair ergonomic,Samsung office chair ergonomic Model 854,25335.0,3.7,4401.0,Reliance Digital,5 Days,5.0,True,True,False,False
microwave oven convection,HP microwave oven convection Model 721,38318.0,3.8,2831.0,Reliance Digital,5 Days,5.0,False,False,False,False
power bank fast charging,Nike power bank fast charging Model 593,27396.0,3.9,1615.0,Amazon,Free Delivery,,True,True,False,True
power bank fast charging,Puma power bank fast charging Model 333,7947.0,3.3,3734.0,Croma,5 Days,5.0,False,False,False,False
power bank fast charging,Nike power bank fast charging Model 373,49953.0,4.9,2218.0,Flipkart,Free Delivery,,False,False,False,True
office chair ergonomic,LG office chair ergonomic Model 643,25335.0,3.3,3552.0,Reliance Digital,5 Days,5.0,True,False,False,False
power bank fast charging,Sony power bank fast charging Model 300,9342.0,3.9,3843.0,Croma,2 Days,2.0,False,True,False,False
air fryer India,HP air fryer India Model 869,38110.0,4.6,4859.0,Flipkart,2 Days,2.0,False,False,False,False
microwave oven convection,Dell microwave oven convection Model 140,36301.0,3.8,2443.0,Amazon,5 Days,5.0,False,True,False,False
power bank fast charging,Sony power bank fast charging Model 678,44668.0,3.2,2300.0,Flipkart,5 Days,5.0,False,False,False,False
microwave oven convection,Sony microwave oven convection Model 705,10551.0,3.0,1713.0,Croma,Free Delivery,,False,False,False,True
men running shoes,Dell men running shoes Model 628,390740.0,4.6,4015.0,Croma,5 Days,5.0,False,False,False,False
men running shoes,Nike men running shoes Model 571,10750.0,4.4,586.0,Croma,2 Days,2.0,False,False,False,False
men running shoes,Sony men running shoes Model 922,29370.0,4.6,1501.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,LG air fryer India Model 691,43902.0,4.8,2395.0,Croma,5 Days,5.0,False,False,False,False
air fryer India,Puma air fryer India Model 696,8987.0,4.8,2999.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,Philips office chair ergonomic Model 733,2022.0,3.7,2272.0,Flipkart,2 Days,2.0,False,False,True,False
men running shoes,Boat men running shoes Model 961,3146.0,2.9,521.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,HP air fryer India Model 627,22353.0,4.0,4304.0,Flipkart,2 Days,2.0,False,False,False,False
air fryer India,LG air fryer India Model 628 !!!,41688.0,3.0,987.0,Reliance Digital,Free Delivery,,False,False,False,True
power bank fast charging,Boat power bank fast charging Model 932,15951.0,4.9,3521.0,Reliance Digital,2 Days,2.0,False,False,False,False
microwave oven convection,Dell microwave oven convection Model 915,17906.0,4.2,1947.0,Amazon,2 Days,2.0,False,False,False,False
power bank fast charging,Puma power bank fast charging Model 122,27396.0,4.7,3770.0,Croma,2 Days,2.0,True,False,False,False
office chair ergonomic,HP office chair ergonomic Model 117,19227.0,4.4,3149.0,Reliance Digital,2 Days,2.0,False,False,False,False
air fryer India,Nike air fryer India Model 240,45088.0,4.2,3926.0,Amazon,2 Days,2.0,False,False,False,False
air fryer India,HP air fryer India Model 114,15280.0,4.2,4970.0,Reliance Digital,5 Days,5.0,False,False,False,False
power bank fast charging,HP power bank fast charging Model 526 !!!,20759.0,4.2,1884.0,Amazon,5 Days,5.0,False,False,False,False
microwave oven convection,Dell microwave oven convection Model 367,32317.0,3.6,434.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,HP air fryer India Model 618 !!!,9220.0,2.9,326.0,Croma,Free Delivery,,False,False,False,True
microwave oven convection,Boat microwave oven convection Model 424,482890.0,4.9,858.0,Amazon,2 Days,2.0,False,False,False,False
microwave oven convection,LG microwave oven convection Model 603 !!!,49245.0,4.3,1944.0,Croma,2 Days,2.0,False,False,False,False
microwave oven convection,HP microwave oven convection Model 129,30496.0,3.8,4979.0,Amazon,5 Days,5.0,False,True,False,False
office chair ergonomic,Nike office chair ergonomic Model 106,8923.0,4.6,2822.0,Flipkart,5 Days,5.0,False,False,False,False
air fryer India,LG air fryer India Model 774,17078.0,3.2,2604.0,Croma,5 Days,5.0,False,False,False,False
power bank fast charging,Dell power bank fast charging Model 852,27435.0,4.3,1773.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,Samsung air fryer India Model 721 !!!,24365.0,3.8,4645.0,Reliance Digital,5 Days,5.0,True,True,False,False
air fryer India,LG air fryer India Model 285,35864.0,4.1,4369.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,HP air fryer India Model 314,24365.0,4.3,2352.0,Amazon,Free Delivery,,True,False,False,True
microwave oven convection,Boat microwave oven convection Model 227,48663.0,3.8,4019.0,Flipkart,Free Delivery,,False,True,False,True
office chair ergonomic,Philips office chair ergonomic Model 723,45041.0,2.6,3099.0,Reliance Digital,5 Days,5.0,False,False,False,False
men running shoes,HP men running shoes Model 425,1105.0,3.7,69.0,Amazon,5 Days,5.0,False,True,False,False
power bank fast charging,Boat power bank fast charging Model 924,33465.0,3.0,939.0,Amazon,5 Days,5.0,False,False,False,False
office chair ergonomic,Sony office chair ergonomic Model 865,17134.0,3.5,2274.0,Amazon,Free Delivery,,False,False,False,True
power bank fast charging,Puma power bank fast charging Model 422,20958.0,3.3,427.0,Amazon,5 Days,5.0,False,False,False,False
men running shoes,Sony men running shoes Model 146,17182.0,3.5,500.0,Amazon,Free Delivery,,False,False,False,True
air fryer India,Dell air fryer India Model 222,46717.0,4.4,4987.0,Amazon,2 Days,2.0,False,False,False,False
air fryer India,Samsung air fryer India Model 964,40114.0,4.5,2842.0,Croma,5 Days,5.0,False,False,False,False
men running shoes,Samsung men running shoes Model 589,2849.0,2.7,4466.0,Amazon,2 Days,2.0,False,False,False,False
air fryer India,Nike air fryer India Model 172,28087.0,4.2,2788.0,Croma,Free Delivery,,False,False,False,True
microwave oven convection,Nike microwave oven convection Model 875,24180.5,2.7,221.0,Croma,Free Delivery,,True,False,False,True
microwave oven convection,HP microwave oven convection Model 749,11799.0,3.8,2729.0,Croma,2 Days,2.0,False,True,False,False
microwave oven convection,Puma microwave oven convection Model 258,36850.0,4.9,1104.0,Reliance Digital,Free Delivery,,False,False,False,True
men running shoes,HP men running shoes Model 608,22065.0,4.9,2727.0,Amazon,Free Delivery,,False,False,False,True
power bank fast charging,Puma power bank fast charging Model 468,43895.0,4.0,4829.0,Croma,5 Days,5.0,False,False,False,False
office chair ergonomic,Dell office chair ergonomic Model 627,25413.0,4.4,1324.0,Flipkart,5 Days,5.0,False,False,False,False
office chair ergonomic,Dell office chair ergonomic Model 330,35292.0,2.7,4225.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,Philips men running shoes Model 659,7470.0,3.5,3046.0,Croma,2 Days,2.0,False,False,False,False
power bank fast charging,Dell power bank fast charging Model 883,34235.0,2.7,200.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,HP office chair ergonomic Model 873,43509.0,3.7,4035.0,Reliance Digital,2 Days,2.0,False,True,False,False
men running shoes,Samsung men running shoes Model 200,13528.0,3.3,2011.0,Flipkart,Free Delivery,,False,False,False,True
office chair ergonomic,Puma office chair ergonomic Model 753,1131.0,3.9,4694.0,Reliance Digital,2 Days,2.0,False,False,False,False
men running shoes,HP men running shoes Model 563,42681.0,3.5,3907.0,Flipkart,5 Days,5.0,False,False,False,False
air fryer India,Dell air fryer India Model 284,44863.0,4.8,4625.0,Flipkart,Free Delivery,,False,False,False,True
air fryer India,LG air fryer India Model 400,36846.0,4.5,1363.0,Croma,2 Days,2.0,False,False,False,False
men running shoes,LG men running shoes Model 614,1680.0,2.7,4120.0,Reliance Digital,Free Delivery,,False,False,False,True
office chair ergonomic,Boat office chair ergonomic Model 922,11394.0,3.7,2272.0,Reliance Digital,5 Days,5.0,False,False,True,False
microwave oven convection,Boat microwave oven convection Model 757,24180.5,4.1,3765.0,Amazon,5 Days,5.0,True,False,False,False
